id,total_len,nb_groups,len_groups,max_len_group
10284_MyriadPro-SemiboldCondIt_fs_50_1_Layer 2,7,1,[7],7
10282_MyriadPro-SemiboldCondIt_fs_50_z_Layer 2,9,1,[9],9
10283_MyriadPro-SemiboldCondIt_fs_50_0_Layer 2,16,2,"[8, 8]",8
10285_MyriadPro-SemiboldCondIt_fs_50_2_Layer 2,14,1,[14],14
10286_MyriadPro-SemiboldCondIt_fs_50_3_Layer 2,15,1,[15],15
10287_MyriadPro-SemiboldCondIt_fs_50_4_Layer 2,16,2,"[11, 5]",11
10288_MyriadPro-SemiboldCondIt_fs_50_5_Layer 2,12,1,[12],12
10289_MyriadPro-SemiboldCondIt_fs_50_6_Layer 2,15,2,"[8, 7]",8
1028_AJensonPro-BoldItCapt_fs_50_j_Layer 2,17,2,"[5, 12]",12
10290_MyriadPro-SemiboldCondIt_fs_50_7_Layer 2,7,1,[7],7
1028_Arial Narrow Bold_fs_50_j_Layer 2,13,2,"[5, 8]",8
10291_MyriadPro-SemiboldCondIt_fs_50_8_Layer 2,17,3,"[7, 5, 5]",7
10292_MyriadPro-SemiboldCondIt_fs_50_9_Layer 2,16,2,"[8, 8]",8
10293_MyriadPro-SemiboldIt_fs_50_A_Layer 2,14,2,"[9, 5]",9
10294_MyriadPro-SemiboldIt_fs_50_B_Layer 2,18,3,"[8, 5, 5]",8
10295_MyriadPro-SemiboldIt_fs_50_C_Layer 2,11,1,[11],11
10296_MyriadPro-SemiboldIt_fs_50_D_Layer 2,11,2,"[6, 5]",6
10297_MyriadPro-SemiboldIt_fs_50_E_Layer 2,13,1,[13],13
10299_MyriadPro-SemiboldIt_fs_50_G_Layer 2,15,1,[15],15
10298_MyriadPro-SemiboldIt_fs_50_F_Layer 2,11,1,[11],11
1029_Arial Narrow Bold_fs_50_k_Layer 2,13,1,[13],13
1029_AJensonPro-BoldItCapt_fs_50_k_Layer 2,20,2,"[17, 3]",17
102_ACaslonPro-BoldItalic_fs_50_n_Layer 2,22,2,"[12, 10]",12
10300_MyriadPro-SemiboldIt_fs_50_H_Layer 2,13,1,[13],13
10301_MyriadPro-SemiboldIt_fs_50_I_Layer 2,5,1,[5],5
102_AntiqueOli-Lig_fs_50_n_Layer 2,15,1,[15],15
10302_MyriadPro-SemiboldIt_fs_50_J_Layer 2,8,1,[8],8
10305_MyriadPro-SemiboldIt_fs_50_M_Layer 2,16,1,[16],16
10303_MyriadPro-SemiboldIt_fs_50_K_Layer 2,14,1,[14],14
10304_MyriadPro-SemiboldIt_fs_50_L_Layer 2,7,1,[7],7
10306_MyriadPro-SemiboldIt_fs_50_N_Layer 2,11,1,[11],11
10309_MyriadPro-SemiboldIt_fs_50_Q_Layer 2,16,2,"[9, 7]",9
10307_MyriadPro-SemiboldIt_fs_50_O_Layer 2,13,2,"[6, 7]",7
10308_MyriadPro-SemiboldIt_fs_50_P_Layer 2,15,2,"[10, 5]",10
1030_AJensonPro-BoldItCapt_fs_50_l_Layer 2,10,1,[10],10
1030_Arial Narrow Bold_fs_50_l_Layer 2,5,1,[5],5
10310_MyriadPro-SemiboldIt_fs_50_R_Layer 2,17,2,"[12, 5]",12
10311_MyriadPro-SemiboldIt_fs_50_S_Layer 2,15,1,[15],15
10312_MyriadPro-SemiboldIt_fs_50_T_Layer 2,9,1,[9],9
10313_MyriadPro-SemiboldIt_fs_50_U_Layer 2,13,1,[13],13
10315_MyriadPro-SemiboldIt_fs_50_W_Layer 2,17,1,[17],17
10314_MyriadPro-SemiboldIt_fs_50_V_Layer 2,9,1,[9],9
10316_MyriadPro-SemiboldIt_fs_50_X_Layer 2,13,1,[13],13
10317_MyriadPro-SemiboldIt_fs_50_Y_Layer 2,11,1,[11],11
10318_MyriadPro-SemiboldIt_fs_50_Z_Layer 2,12,1,[12],12
10319_MyriadPro-SemiboldIt_fs_50_a_Layer 2,14,2,"[9, 5]",9
1031_AJensonPro-BoldItCapt_fs_50_m_Layer 2,20,1,[20],20
1031_Arial Narrow Bold_fs_50_m_Layer 2,21,1,[21],21
10321_MyriadPro-SemiboldIt_fs_50_c_Layer 2,12,1,[12],12
10320_MyriadPro-SemiboldIt_fs_50_b_Layer 2,14,2,"[8, 6]",8
10322_MyriadPro-SemiboldIt_fs_50_d_Layer 2,15,2,"[10, 5]",10
10324_MyriadPro-SemiboldIt_fs_50_f_Layer 2,14,1,[14],14
10323_MyriadPro-SemiboldIt_fs_50_e_Layer 2,16,2,"[11, 5]",11
10325_MyriadPro-SemiboldIt_fs_50_g_Layer 2,17,2,"[12, 5]",12
10326_MyriadPro-SemiboldIt_fs_50_h_Layer 2,14,1,[14],14
10328_MyriadPro-SemiboldIt_fs_50_j_Layer 2,12,2,"[5, 7]",7
10327_MyriadPro-SemiboldIt_fs_50_i_Layer 2,10,2,"[5, 5]",5
1032_AJensonPro-BoldItCapt_fs_50_n_Layer 2,14,1,[14],14
10329_MyriadPro-SemiboldIt_fs_50_k_Layer 2,13,1,[13],13
1032_Arial Narrow Bold_fs_50_n_Layer 2,15,1,[15],15
10330_MyriadPro-SemiboldIt_fs_50_l_Layer 2,5,1,[5],5
10331_MyriadPro-SemiboldIt_fs_50_m_Layer 2,21,1,[21],21
10332_MyriadPro-SemiboldIt_fs_50_n_Layer 2,15,1,[15],15
10333_MyriadPro-SemiboldIt_fs_50_o_Layer 2,12,2,"[5, 7]",7
10336_MyriadPro-SemiboldIt_fs_50_r_Layer 2,8,1,[8],8
10334_MyriadPro-SemiboldIt_fs_50_p_Layer 2,17,2,"[12, 5]",12
10335_MyriadPro-SemiboldIt_fs_50_q_Layer 2,13,2,"[8, 5]",8
10337_MyriadPro-SemiboldIt_fs_50_s_Layer 2,14,1,[14],14
10338_MyriadPro-SemiboldIt_fs_50_t_Layer 2,14,1,[14],14
10339_MyriadPro-SemiboldIt_fs_50_u_Layer 2,16,1,[16],16
1033_AJensonPro-BoldItCapt_fs_50_o_Layer 2,14,2,"[7, 7]",7
10340_MyriadPro-SemiboldIt_fs_50_v_Layer 2,9,1,[9],9
1033_Arial Narrow Bold_fs_50_o_Layer 2,12,2,"[6, 6]",6
10341_MyriadPro-SemiboldIt_fs_50_w_Layer 2,15,1,[15],15
10342_MyriadPro-SemiboldIt_fs_50_x_Layer 2,12,1,[12],12
10343_MyriadPro-SemiboldIt_fs_50_y_Layer 2,12,1,[12],12
10344_MyriadPro-SemiboldIt_fs_50_z_Layer 2,10,1,[10],10
10346_MyriadPro-SemiboldIt_fs_50_1_Layer 2,7,1,[7],7
10345_MyriadPro-SemiboldIt_fs_50_0_Layer 2,15,2,"[7, 8]",8
10348_MyriadPro-SemiboldIt_fs_50_3_Layer 2,18,1,[18],18
10347_MyriadPro-SemiboldIt_fs_50_2_Layer 2,14,1,[14],14
1034_AJensonPro-BoldItCapt_fs_50_p_Layer 2,20,2,"[16, 4]",16
10349_MyriadPro-SemiboldIt_fs_50_4_Layer 2,16,2,"[12, 4]",12
10350_MyriadPro-SemiboldIt_fs_50_5_Layer 2,16,1,[16],16
1034_Arial Narrow Bold_fs_50_p_Layer 2,16,2,"[8, 8]",8
10352_MyriadPro-SemiboldIt_fs_50_7_Layer 2,8,1,[8],8
10351_MyriadPro-SemiboldIt_fs_50_6_Layer 2,14,2,"[9, 5]",9
10353_MyriadPro-SemiboldIt_fs_50_8_Layer 2,20,3,"[10, 5, 5]",10
10355_MyriadPro-SemiboldSemiCn_fs_50_A_Layer 2,13,2,"[9, 4]",9
10356_MyriadPro-SemiboldSemiCn_fs_50_B_Layer 2,19,3,"[9, 5, 5]",9
10354_MyriadPro-SemiboldIt_fs_50_9_Layer 2,13,2,"[8, 5]",8
10357_MyriadPro-SemiboldSemiCn_fs_50_C_Layer 2,8,1,[8],8
10358_MyriadPro-SemiboldSemiCn_fs_50_D_Layer 2,10,2,"[5, 5]",5
10359_MyriadPro-SemiboldSemiCn_fs_50_E_Layer 2,13,1,[13],13
1035_AJensonPro-BoldItCapt_fs_50_q_Layer 2,18,2,"[12, 6]",12
10360_MyriadPro-SemiboldSemiCn_fs_50_F_Layer 2,11,1,[11],11
1035_Arial Narrow Bold_fs_50_q_Layer 2,18,2,"[10, 8]",10
10361_MyriadPro-SemiboldSemiCn_fs_50_G_Layer 2,13,1,[13],13
10362_MyriadPro-SemiboldSemiCn_fs_50_H_Layer 2,13,1,[13],13
10363_MyriadPro-SemiboldSemiCn_fs_50_I_Layer 2,5,1,[5],5
10364_MyriadPro-SemiboldSemiCn_fs_50_J_Layer 2,8,1,[8],8
10365_MyriadPro-SemiboldSemiCn_fs_50_K_Layer 2,13,1,[13],13
10366_MyriadPro-SemiboldSemiCn_fs_50_L_Layer 2,7,1,[7],7
10367_MyriadPro-SemiboldSemiCn_fs_50_M_Layer 2,14,1,[14],14
10368_MyriadPro-SemiboldSemiCn_fs_50_N_Layer 2,12,1,[12],12
10369_MyriadPro-SemiboldSemiCn_fs_50_O_Layer 2,14,2,"[8, 6]",8
1036_AJensonPro-BoldItCapt_fs_50_r_Layer 2,12,1,[12],12
1036_Arial Narrow Bold_fs_50_r_Layer 2,9,1,[9],9
10370_MyriadPro-SemiboldSemiCn_fs_50_P_Layer 2,13,2,"[8, 5]",8
10373_MyriadPro-SemiboldSemiCn_fs_50_S_Layer 2,19,1,[19],19
10371_MyriadPro-SemiboldSemiCn_fs_50_Q_Layer 2,15,2,"[8, 7]",8
10372_MyriadPro-SemiboldSemiCn_fs_50_R_Layer 2,16,2,"[11, 5]",11
10374_MyriadPro-SemiboldSemiCn_fs_50_T_Layer 2,9,1,[9],9
10377_MyriadPro-SemiboldSemiCn_fs_50_W_Layer 2,15,1,[15],15
10375_MyriadPro-SemiboldSemiCn_fs_50_U_Layer 2,13,1,[13],13
10376_MyriadPro-SemiboldSemiCn_fs_50_V_Layer 2,9,1,[9],9
10378_MyriadPro-SemiboldSemiCn_fs_50_X_Layer 2,15,1,[15],15
10379_MyriadPro-SemiboldSemiCn_fs_50_Y_Layer 2,11,1,[11],11
1037_AJensonPro-BoldItCapt_fs_50_s_Layer 2,13,1,[13],13
1037_Arial Narrow Bold_fs_50_s_Layer 2,15,1,[15],15
10380_MyriadPro-SemiboldSemiCn_fs_50_Z_Layer 2,12,1,[12],12
10381_MyriadPro-SemiboldSemiCn_fs_50_a_Layer 2,16,2,"[12, 4]",12
10383_MyriadPro-SemiboldSemiCn_fs_50_c_Layer 2,8,1,[8],8
10382_MyriadPro-SemiboldSemiCn_fs_50_b_Layer 2,18,2,"[10, 8]",10
10384_MyriadPro-SemiboldSemiCn_fs_50_d_Layer 2,17,2,"[8, 9]",9
10386_MyriadPro-SemiboldSemiCn_fs_50_f_Layer 2,12,1,[12],12
10387_MyriadPro-SemiboldSemiCn_fs_50_g_Layer 2,19,2,"[11, 8]",11
10385_MyriadPro-SemiboldSemiCn_fs_50_e_Layer 2,15,2,"[11, 4]",11
10388_MyriadPro-SemiboldSemiCn_fs_50_h_Layer 2,14,1,[14],14
1038_AJensonPro-BoldItCapt_fs_50_t_Layer 2,13,1,[13],13
10389_MyriadPro-SemiboldSemiCn_fs_50_i_Layer 2,10,2,"[5, 5]",5
1038_Arial Narrow Bold_fs_50_t_Layer 2,13,1,[13],13
10390_MyriadPro-SemiboldSemiCn_fs_50_j_Layer 2,12,2,"[5, 7]",7
10391_MyriadPro-SemiboldSemiCn_fs_50_k_Layer 2,13,1,[13],13
10392_MyriadPro-SemiboldSemiCn_fs_50_l_Layer 2,5,1,[5],5
10393_MyriadPro-SemiboldSemiCn_fs_50_m_Layer 2,24,1,[24],24
10394_MyriadPro-SemiboldSemiCn_fs_50_n_Layer 2,14,1,[14],14
10396_MyriadPro-SemiboldSemiCn_fs_50_p_Layer 2,15,2,"[9, 6]",9
10395_MyriadPro-SemiboldSemiCn_fs_50_o_Layer 2,13,2,"[5, 8]",8
10397_MyriadPro-SemiboldSemiCn_fs_50_q_Layer 2,16,2,"[8, 8]",8
10398_MyriadPro-SemiboldSemiCn_fs_50_r_Layer 2,9,1,[9],9
10399_MyriadPro-SemiboldSemiCn_fs_50_s_Layer 2,17,1,[17],17
1039_AJensonPro-BoldItCapt_fs_50_u_Layer 2,14,1,[14],14
1039_Arial Narrow Bold_fs_50_u_Layer 2,16,1,[16],16
103_ACaslonPro-BoldItalic_fs_50_o_Layer 2,11,2,"[7, 4]",7
10400_MyriadPro-SemiboldSemiCn_fs_50_t_Layer 2,13,1,[13],13
103_AntiqueOli-Lig_fs_50_o_Layer 2,17,2,"[9, 8]",9
10401_MyriadPro-SemiboldSemiCn_fs_50_u_Layer 2,15,1,[15],15
10403_MyriadPro-SemiboldSemiCn_fs_50_w_Layer 2,14,1,[14],14
10402_MyriadPro-SemiboldSemiCn_fs_50_v_Layer 2,8,1,[8],8
10405_MyriadPro-SemiboldSemiCn_fs_50_y_Layer 2,13,1,[13],13
10404_MyriadPro-SemiboldSemiCn_fs_50_x_Layer 2,13,1,[13],13
10406_MyriadPro-SemiboldSemiCn_fs_50_z_Layer 2,10,1,[10],10
10407_MyriadPro-SemiboldSemiCn_fs_50_0_Layer 2,16,2,"[8, 8]",8
10408_MyriadPro-SemiboldSemiCn_fs_50_1_Layer 2,7,1,[7],7
10409_MyriadPro-SemiboldSemiCn_fs_50_2_Layer 2,14,1,[14],14
1040_Arial Narrow Bold_fs_50_v_Layer 2,8,1,[8],8
1040_AJensonPro-BoldItCapt_fs_50_v_Layer 2,11,1,[11],11
10410_MyriadPro-SemiboldSemiCn_fs_50_3_Layer 2,22,1,[22],22
10411_MyriadPro-SemiboldSemiCn_fs_50_4_Layer 2,17,2,"[13, 4]",13
10412_MyriadPro-SemiboldSemiCn_fs_50_5_Layer 2,15,1,[15],15
10413_MyriadPro-SemiboldSemiCn_fs_50_6_Layer 2,14,2,"[9, 5]",9
10415_MyriadPro-SemiboldSemiCn_fs_50_8_Layer 2,18,3,"[8, 5, 5]",8
10414_MyriadPro-SemiboldSemiCn_fs_50_7_Layer 2,8,1,[8],8
10416_MyriadPro-SemiboldSemiCn_fs_50_9_Layer 2,14,2,"[9, 5]",9
10419_MyriadPro-SemiboldSemiCnIt_fs_50_C_Layer 2,11,1,[11],11
10417_MyriadPro-SemiboldSemiCnIt_fs_50_A_Layer 2,14,2,"[9, 5]",9
10418_MyriadPro-SemiboldSemiCnIt_fs_50_B_Layer 2,19,3,"[9, 5, 5]",9
1041_Arial Narrow Bold_fs_50_w_Layer 2,17,1,[17],17
1041_AJensonPro-BoldItCapt_fs_50_w_Layer 2,17,1,[17],17
10421_MyriadPro-SemiboldSemiCnIt_fs_50_E_Layer 2,13,1,[13],13
10423_MyriadPro-SemiboldSemiCnIt_fs_50_G_Layer 2,14,1,[14],14
10420_MyriadPro-SemiboldSemiCnIt_fs_50_D_Layer 2,11,2,"[6, 5]",6
10422_MyriadPro-SemiboldSemiCnIt_fs_50_F_Layer 2,11,1,[11],11
10424_MyriadPro-SemiboldSemiCnIt_fs_50_H_Layer 2,13,1,[13],13
10426_MyriadPro-SemiboldSemiCnIt_fs_50_J_Layer 2,7,1,[7],7
10427_MyriadPro-SemiboldSemiCnIt_fs_50_K_Layer 2,12,1,[12],12
10428_MyriadPro-SemiboldSemiCnIt_fs_50_L_Layer 2,7,1,[7],7
10425_MyriadPro-SemiboldSemiCnIt_fs_50_I_Layer 2,5,1,[5],5
10429_MyriadPro-SemiboldSemiCnIt_fs_50_M_Layer 2,17,1,[17],17
10430_MyriadPro-SemiboldSemiCnIt_fs_50_N_Layer 2,12,1,[12],12
1042_AJensonPro-BoldItCapt_fs_50_x_Layer 2,16,1,[16],16
1042_Arial Narrow Bold_fs_50_x_Layer 2,13,1,[13],13
10431_MyriadPro-SemiboldSemiCnIt_fs_50_O_Layer 2,15,2,"[7, 8]",8
10433_MyriadPro-SemiboldSemiCnIt_fs_50_Q_Layer 2,16,2,"[9, 7]",9
10432_MyriadPro-SemiboldSemiCnIt_fs_50_P_Layer 2,14,2,"[9, 5]",9
10434_MyriadPro-SemiboldSemiCnIt_fs_50_R_Layer 2,16,2,"[11, 5]",11
10435_MyriadPro-SemiboldSemiCnIt_fs_50_S_Layer 2,16,1,[16],16
10436_MyriadPro-SemiboldSemiCnIt_fs_50_T_Layer 2,9,1,[9],9
10437_MyriadPro-SemiboldSemiCnIt_fs_50_U_Layer 2,15,1,[15],15
10438_MyriadPro-SemiboldSemiCnIt_fs_50_V_Layer 2,9,1,[9],9
10439_MyriadPro-SemiboldSemiCnIt_fs_50_W_Layer 2,17,1,[17],17
1043_AJensonPro-BoldItCapt_fs_50_y_Layer 2,16,1,[16],16
1043_Arial Narrow Bold_fs_50_y_Layer 2,12,1,[12],12
10440_MyriadPro-SemiboldSemiCnIt_fs_50_X_Layer 2,14,1,[14],14
10442_MyriadPro-SemiboldSemiCnIt_fs_50_Z_Layer 2,12,1,[12],12
10441_MyriadPro-SemiboldSemiCnIt_fs_50_Y_Layer 2,11,1,[11],11
10443_MyriadPro-SemiboldSemiCnIt_fs_50_a_Layer 2,13,2,"[8, 5]",8
10446_MyriadPro-SemiboldSemiCnIt_fs_50_d_Layer 2,15,2,"[9, 6]",9
10445_MyriadPro-SemiboldSemiCnIt_fs_50_c_Layer 2,7,1,[7],7
10444_MyriadPro-SemiboldSemiCnIt_fs_50_b_Layer 2,17,2,"[11, 6]",11
10447_MyriadPro-SemiboldSemiCnIt_fs_50_e_Layer 2,15,2,"[10, 5]",10
10448_MyriadPro-SemiboldSemiCnIt_fs_50_f_Layer 2,13,1,[13],13
10449_MyriadPro-SemiboldSemiCnIt_fs_50_g_Layer 2,18,2,"[12, 6]",12
1044_AJensonPro-BoldItCapt_fs_50_z_Layer 2,14,1,[14],14
1044_Arial Narrow Bold_fs_50_z_Layer 2,11,1,[11],11
10450_MyriadPro-SemiboldSemiCnIt_fs_50_h_Layer 2,14,1,[14],14
10451_MyriadPro-SemiboldSemiCnIt_fs_50_i_Layer 2,10,2,"[5, 5]",5
10454_MyriadPro-SemiboldSemiCnIt_fs_50_l_Layer 2,5,1,[5],5
10453_MyriadPro-SemiboldSemiCnIt_fs_50_k_Layer 2,13,1,[13],13
10452_MyriadPro-SemiboldSemiCnIt_fs_50_j_Layer 2,12,2,"[5, 7]",7
10455_MyriadPro-SemiboldSemiCnIt_fs_50_m_Layer 2,20,1,[20],20
10456_MyriadPro-SemiboldSemiCnIt_fs_50_n_Layer 2,14,1,[14],14
10457_MyriadPro-SemiboldSemiCnIt_fs_50_o_Layer 2,12,2,"[5, 7]",7
10458_MyriadPro-SemiboldSemiCnIt_fs_50_p_Layer 2,16,2,"[9, 7]",9
10459_MyriadPro-SemiboldSemiCnIt_fs_50_q_Layer 2,14,2,"[8, 6]",8
10461_MyriadPro-SemiboldSemiCnIt_fs_50_s_Layer 2,16,1,[16],16
1045_AJensonPro-BoldItCapt_fs_50_0_Layer 2,16,2,"[8, 8]",8
10460_MyriadPro-SemiboldSemiCnIt_fs_50_r_Layer 2,8,1,[8],8
1045_Arial Narrow Bold_fs_50_0_Layer 2,16,2,"[8, 8]",8
10462_MyriadPro-SemiboldSemiCnIt_fs_50_t_Layer 2,15,1,[15],15
10464_MyriadPro-SemiboldSemiCnIt_fs_50_v_Layer 2,9,1,[9],9
10466_MyriadPro-SemiboldSemiCnIt_fs_50_x_Layer 2,13,1,[13],13
10463_MyriadPro-SemiboldSemiCnIt_fs_50_u_Layer 2,15,1,[15],15
10465_MyriadPro-SemiboldSemiCnIt_fs_50_w_Layer 2,15,1,[15],15
10467_MyriadPro-SemiboldSemiCnIt_fs_50_y_Layer 2,10,1,[10],10
10468_MyriadPro-SemiboldSemiCnIt_fs_50_z_Layer 2,9,1,[9],9
1046_AJensonPro-BoldItCapt_fs_50_1_Layer 2,10,1,[10],10
10469_MyriadPro-SemiboldSemiCnIt_fs_50_0_Layer 2,16,2,"[9, 7]",9
1046_Arial Narrow Bold_fs_50_1_Layer 2,8,1,[8],8
10471_MyriadPro-SemiboldSemiCnIt_fs_50_2_Layer 2,14,1,[14],14
10470_MyriadPro-SemiboldSemiCnIt_fs_50_1_Layer 2,7,1,[7],7
10473_MyriadPro-SemiboldSemiCnIt_fs_50_4_Layer 2,16,2,"[11, 5]",11
10472_MyriadPro-SemiboldSemiCnIt_fs_50_3_Layer 2,19,1,[19],19
10474_MyriadPro-SemiboldSemiCnIt_fs_50_5_Layer 2,16,1,[16],16
10475_MyriadPro-SemiboldSemiCnIt_fs_50_6_Layer 2,14,2,"[9, 5]",9
10476_MyriadPro-SemiboldSemiCnIt_fs_50_7_Layer 2,8,1,[8],8
10477_MyriadPro-SemiboldSemiCnIt_fs_50_8_Layer 2,20,3,"[10, 5, 5]",10
10478_MyriadPro-SemiboldSemiCnIt_fs_50_9_Layer 2,16,2,"[9, 7]",9
1047_AJensonPro-BoldItCapt_fs_50_2_Layer 2,17,1,[17],17
1047_Arial Narrow Bold_fs_50_2_Layer 2,16,1,[16],16
10479_MyriadPro-SemiboldSemiExt_fs_50_A_Layer 2,14,2,"[9, 5]",9
10480_MyriadPro-SemiboldSemiExt_fs_50_B_Layer 2,21,3,"[9, 6, 6]",9
10481_MyriadPro-SemiboldSemiExt_fs_50_C_Layer 2,11,1,[11],11
10482_MyriadPro-SemiboldSemiExt_fs_50_D_Layer 2,12,2,"[7, 5]",7
10483_MyriadPro-SemiboldSemiExt_fs_50_E_Layer 2,13,1,[13],13
10486_MyriadPro-SemiboldSemiExt_fs_50_H_Layer 2,13,1,[13],13
10484_MyriadPro-SemiboldSemiExt_fs_50_F_Layer 2,11,1,[11],11
10487_MyriadPro-SemiboldSemiExt_fs_50_I_Layer 2,5,1,[5],5
10485_MyriadPro-SemiboldSemiExt_fs_50_G_Layer 2,16,1,[16],16
10488_MyriadPro-SemiboldSemiExt_fs_50_J_Layer 2,9,1,[9],9
1048_AJensonPro-BoldItCapt_fs_50_3_Layer 2,20,1,[20],20
10489_MyriadPro-SemiboldSemiExt_fs_50_K_Layer 2,13,1,[13],13
1048_Arial Narrow Bold_fs_50_3_Layer 2,17,1,[17],17
10490_MyriadPro-SemiboldSemiExt_fs_50_L_Layer 2,7,1,[7],7
10491_MyriadPro-SemiboldSemiExt_fs_50_M_Layer 2,16,1,[16],16
10492_MyriadPro-SemiboldSemiExt_fs_50_N_Layer 2,11,1,[11],11
10493_MyriadPro-SemiboldSemiExt_fs_50_O_Layer 2,10,2,"[5, 5]",5
10495_MyriadPro-SemiboldSemiExt_fs_50_Q_Layer 2,15,2,"[10, 5]",10
10494_MyriadPro-SemiboldSemiExt_fs_50_P_Layer 2,14,2,"[9, 5]",9
10496_MyriadPro-SemiboldSemiExt_fs_50_R_Layer 2,17,2,"[11, 6]",11
10497_MyriadPro-SemiboldSemiExt_fs_50_S_Layer 2,20,1,[20],20
10498_MyriadPro-SemiboldSemiExt_fs_50_T_Layer 2,9,1,[9],9
10499_MyriadPro-SemiboldSemiExt_fs_50_U_Layer 2,14,1,[14],14
1049_AJensonPro-BoldItCapt_fs_50_4_Layer 2,15,2,"[9, 6]",9
1049_Arial Narrow Bold_fs_50_4_Layer 2,17,2,"[12, 5]",12
104_AntiqueOli-Lig_fs_50_p_Layer 2,17,2,"[9, 8]",9
104_ACaslonPro-BoldItalic_fs_50_p_Layer 2,21,2,"[17, 4]",17
10500_MyriadPro-SemiboldSemiExt_fs_50_V_Layer 2,8,1,[8],8
10501_MyriadPro-SemiboldSemiExt_fs_50_W_Layer 2,15,1,[15],15
10503_MyriadPro-SemiboldSemiExt_fs_50_Y_Layer 2,12,1,[12],12
10502_MyriadPro-SemiboldSemiExt_fs_50_X_Layer 2,13,1,[13],13
10504_MyriadPro-SemiboldSemiExt_fs_50_Z_Layer 2,13,1,[13],13
10505_MyriadPro-SemiboldSemiExt_fs_50_a_Layer 2,18,2,"[13, 5]",13
10507_MyriadPro-SemiboldSemiExt_fs_50_c_Layer 2,9,1,[9],9
10506_MyriadPro-SemiboldSemiExt_fs_50_b_Layer 2,14,2,"[9, 5]",9
10508_MyriadPro-SemiboldSemiExt_fs_50_d_Layer 2,14,2,"[9, 5]",9
10509_MyriadPro-SemiboldSemiExt_fs_50_e_Layer 2,12,2,"[8, 4]",8
1050_AJensonPro-BoldItCapt_fs_50_5_Layer 2,16,1,[16],16
1050_Arial Narrow Bold_fs_50_5_Layer 2,18,1,[18],18
10510_MyriadPro-SemiboldSemiExt_fs_50_f_Layer 2,13,1,[13],13
10511_MyriadPro-SemiboldSemiExt_fs_50_g_Layer 2,17,2,"[12, 5]",12
10512_MyriadPro-SemiboldSemiExt_fs_50_h_Layer 2,14,1,[14],14
10514_MyriadPro-SemiboldSemiExt_fs_50_j_Layer 2,13,2,"[5, 8]",8
10515_MyriadPro-SemiboldSemiExt_fs_50_k_Layer 2,12,1,[12],12
10513_MyriadPro-SemiboldSemiExt_fs_50_i_Layer 2,10,2,"[5, 5]",5
10516_MyriadPro-SemiboldSemiExt_fs_50_l_Layer 2,5,1,[5],5
10519_MyriadPro-SemiboldSemiExt_fs_50_o_Layer 2,11,2,"[6, 5]",6
10518_MyriadPro-SemiboldSemiExt_fs_50_n_Layer 2,16,1,[16],16
10517_MyriadPro-SemiboldSemiExt_fs_50_m_Layer 2,22,1,[22],22
1051_AJensonPro-BoldItCapt_fs_50_6_Layer 2,15,2,"[9, 6]",9
1051_Arial Narrow Bold_fs_50_6_Layer 2,17,2,"[10, 7]",10
10520_MyriadPro-SemiboldSemiExt_fs_50_p_Layer 2,14,2,"[9, 5]",9
10521_MyriadPro-SemiboldSemiExt_fs_50_q_Layer 2,15,2,"[10, 5]",10
10522_MyriadPro-SemiboldSemiExt_fs_50_r_Layer 2,9,1,[9],9
10523_MyriadPro-SemiboldSemiExt_fs_50_s_Layer 2,16,1,[16],16
10524_MyriadPro-SemiboldSemiExt_fs_50_t_Layer 2,15,1,[15],15
10526_MyriadPro-SemiboldSemiExt_fs_50_v_Layer 2,8,1,[8],8
10525_MyriadPro-SemiboldSemiExt_fs_50_u_Layer 2,15,1,[15],15
10527_MyriadPro-SemiboldSemiExt_fs_50_w_Layer 2,15,1,[15],15
1052_Arial Narrow Bold_fs_50_7_Layer 2,8,1,[8],8
10529_MyriadPro-SemiboldSemiExt_fs_50_y_Layer 2,11,1,[11],11
1052_AJensonPro-BoldItCapt_fs_50_7_Layer 2,8,1,[8],8
10528_MyriadPro-SemiboldSemiExt_fs_50_x_Layer 2,13,1,[13],13
10530_MyriadPro-SemiboldSemiExt_fs_50_z_Layer 2,10,1,[10],10
10532_MyriadPro-SemiboldSemiExt_fs_50_1_Layer 2,7,1,[7],7
10533_MyriadPro-SemiboldSemiExt_fs_50_2_Layer 2,16,1,[16],16
10531_MyriadPro-SemiboldSemiExt_fs_50_0_Layer 2,16,2,"[8, 8]",8
10534_MyriadPro-SemiboldSemiExt_fs_50_3_Layer 2,22,1,[22],22
10536_MyriadPro-SemiboldSemiExt_fs_50_5_Layer 2,16,1,[16],16
10535_MyriadPro-SemiboldSemiExt_fs_50_4_Layer 2,15,2,"[11, 4]",11
10537_MyriadPro-SemiboldSemiExt_fs_50_6_Layer 2,13,2,"[8, 5]",8
10538_MyriadPro-SemiboldSemiExt_fs_50_7_Layer 2,9,1,[9],9
10539_MyriadPro-SemiboldSemiExt_fs_50_8_Layer 2,22,3,"[12, 5, 5]",12
1053_AJensonPro-BoldItCapt_fs_50_8_Layer 2,24,3,"[12, 6, 6]",12
10540_MyriadPro-SemiboldSemiExt_fs_50_9_Layer 2,15,2,"[10, 5]",10
1053_Arial Narrow Bold_fs_50_8_Layer 2,17,3,"[7, 5, 5]",7
10541_MyriadPro-SemiboldSemiExtIt_fs_50_A_Layer 2,14,2,"[9, 5]",9
