,id,total_len,nb_groups,len_groups,max_len_group
695,10063_Layer 2,10,1,[10],10
696,10061_Layer 6,12,1,[12],12
697,10063_Layer 3,16,1,[16],16
698,10061_Layer 7,18,1,[18],18
699,10063_Layer 4,16,1,[16],16
700,10063_Layer 5,18,1,[18],18
701,10063_Layer 7,12,1,[12],12
702,10063_Layer 6,16,1,[16],16
703,10063_Layer 8,10,1,[10],10
704,10063_Layer 9,10,1,[10],10
705,10064_Layer 11,10,1,[10],10
706,10064_Layer 10,10,1,[10],10
707,10064_Layer 2,6,1,[6],6
708,10064_Layer 12,14,1,[14],14
709,10064_Layer 3,6,1,[6],6
710,10064_Layer 7,6,1,[6],6
711,10064_Layer 4,6,1,[6],6
712,10064_Layer 5,8,1,[8],8
713,10064_Layer 6,8,1,[8],8
714,10065_Layer 2,8,1,[8],8
715,10064_Layer 8,8,1,[8],8
716,10064_Layer 9,10,1,[10],10
717,10065_Layer 3,16,1,[16],16
718,10065_Layer 4,14,1,[14],14
719,10066_Layer 2,10,1,[10],10
720,10066_Layer 3,8,1,[8],8
721,10066_Layer 4,14,1,[14],14
722,10067_Layer 2,4,1,[4],4
723,10066_Layer 5,16,1,[16],16
724,10067_Layer 3,16,1,[16],16
725,10067_Layer 5,12,1,[12],12
726,10066_Layer 6,24,1,[24],24
727,10067_Layer 4,16,1,[16],16
728,10068_Layer 10,12,1,[12],12
729,10068_Layer 12,10,1,[10],10
730,10068_Layer 11,16,1,[16],16
731,10068_Layer 13,18,1,[18],18
732,10068_Layer 2,8,1,[8],8
733,10068_Layer 15,10,1,[10],10
734,10068_Layer 14,14,1,[14],14
735,10068_Layer 3,8,1,[8],8
736,10068_Layer 4,6,1,[6],6
737,10068_Layer 5,8,1,[8],8
738,10068_Layer 6,6,1,[6],6
739,10068_Layer 7,10,1,[10],10
740,10068_Layer 8,12,1,[12],12
741,10068_Layer 9,12,1,[12],12
742,10069_Layer 10,14,1,[14],14
743,10069_Layer 11,12,1,[12],12
744,10069_Layer 12,12,1,[12],12
745,10069_Layer 2,8,1,[8],8
746,10069_Layer 3,6,1,[6],6
747,10069_Layer 14,12,1,[12],12
748,10069_Layer 13,14,1,[14],14
749,10069_Layer 5,8,1,[8],8
750,10069_Layer 7,8,1,[8],8
751,10069_Layer 4,6,1,[6],6
752,10069_Layer 6,8,1,[8],8
753,10069_Layer 8,16,1,[16],16
754,10070_Layer 10,14,1,[14],14
755,10069_Layer 9,16,1,[16],16
756,10070_Layer 11,12,1,[12],12
757,10070_Layer 12,12,1,[12],12
758,10070_Layer 15,6,1,[6],6
759,10070_Layer 13,16,1,[16],16
760,10070_Layer 16,10,1,[10],10
761,10070_Layer 14,16,2,"[10, 6]",10
762,10070_Layer 2,10,1,[10],10
763,10070_Layer 3,6,1,[6],6
764,10070_Layer 5,8,1,[8],8
765,10070_Layer 4,8,1,[8],8
766,10070_Layer 6,14,1,[14],14
767,10070_Layer 7,8,1,[8],8
768,10070_Layer 9,8,1,[8],8
769,10070_Layer 8,10,1,[10],10
770,10071_Layer 2,12,1,[12],12
771,10071_Layer 4,10,1,[10],10
772,10071_Layer 3,18,1,[18],18
773,10071_Layer 5,18,1,[18],18
774,10071_Layer 6,18,1,[18],18
775,10071_Layer 7,14,2,"[8, 6]",8
776,10072_Layer 2,8,1,[8],8
777,10071_Layer 8,22,2,"[14, 8]",14
778,10072_Layer 10,12,1,[12],12
779,10072_Layer 3,10,1,[10],10
780,10072_Layer 4,8,1,[8],8
781,10072_Layer 5,8,1,[8],8
782,10072_Layer 6,10,1,[10],10
783,10072_Layer 8,10,1,[10],10
784,10072_Layer 7,8,1,[8],8
785,10072_Layer 9,8,1,[8],8
786,10073_Layer 2,8,1,[8],8
787,10073_Layer 4,12,1,[12],12
788,10073_Layer 3,10,1,[10],10
789,10073_Layer 5,10,1,[10],10
790,10073_Layer 6,14,1,[14],14
791,10073_Layer 8,12,1,[12],12
792,10073_Layer 7,16,1,[16],16
793,10074_Layer 10,16,1,[16],16
794,10074_Layer 11,10,1,[10],10
795,10074_Layer 12,16,1,[16],16
796,10074_Layer 2,16,1,[16],16
797,10074_Layer 3,8,1,[8],8
798,10074_Layer 4,10,1,[10],10
799,10074_Layer 6,8,1,[8],8
800,10074_Layer 5,10,1,[10],10
801,10074_Layer 7,10,1,[10],10
802,10074_Layer 9,10,1,[10],10
803,10074_Layer 8,14,1,[14],14
804,10075_Layer 2,6,1,[6],6
805,10075_Layer 11,8,1,[8],8
806,10075_Layer 3,6,1,[6],6
807,10075_Layer 10,10,1,[10],10
808,10075_Layer 4,8,1,[8],8
809,10075_Layer 6,8,1,[8],8
810,10075_Layer 5,6,1,[6],6
811,10075_Layer 7,12,1,[12],12
812,10076_Layer 10,8,1,[8],8
813,10075_Layer 9,12,1,[12],12
814,10075_Layer 8,18,1,[18],18
815,10076_Layer 3,6,1,[6],6
816,10076_Layer 2,12,1,[12],12
817,10076_Layer 4,10,1,[10],10
818,10076_Layer 5,12,1,[12],12
819,10076_Layer 6,16,1,[16],16
820,10076_Layer 7,18,2,"[10, 8]",10
821,10076_Layer 8,14,1,[14],14
822,10076_Layer 9,12,1,[12],12
823,10078_Layer 2,10,1,[10],10
824,10079_Layer 2,8,1,[8],8
825,10078_Layer 4,12,1,[12],12
826,10078_Layer 3,14,1,[14],14
827,10079_Layer 3,8,1,[8],8
828,10079_Layer 4,14,1,[14],14
829,10080_Layer 2,10,1,[10],10
830,10080_Layer 3,10,1,[10],10
831,10079_Layer 5,10,1,[10],10
832,10080_Layer 6,16,1,[16],16
833,10080_Layer 4,16,1,[16],16
834,10080_Layer 7,12,1,[12],12
835,10080_Layer 5,12,1,[12],12
836,10080_Layer 8,12,1,[12],12
837,10080_Layer 9,16,1,[16],16
838,10081_Layer 2,10,1,[10],10
839,10081_Layer 3,14,1,[14],14
840,10082_Layer 10,8,1,[8],8
841,10082_Layer 11,6,1,[6],6
842,10082_Layer 2,8,1,[8],8
843,10081_Layer 4,16,2,"[10, 6]",10
844,10082_Layer 4,12,1,[12],12
845,10082_Layer 3,12,1,[12],12
846,10082_Layer 5,6,1,[6],6
847,10082_Layer 12,20,1,[20],20
848,10082_Layer 6,8,1,[8],8
849,10082_Layer 8,10,1,[10],10
850,10082_Layer 7,14,1,[14],14
851,10082_Layer 9,12,1,[12],12
852,10083_Layer 2,10,1,[10],10
853,10083_Layer 3,8,1,[8],8
854,10083_Layer 10,14,1,[14],14
855,10083_Layer 4,8,1,[8],8
856,10083_Layer 7,10,1,[10],10
857,10083_Layer 5,14,1,[14],14
858,10083_Layer 6,16,1,[16],16
859,10083_Layer 8,10,1,[10],10
860,10084_Layer 2,6,1,[6],6
861,10084_Layer 3,10,1,[10],10
862,10084_Layer 5,10,1,[10],10
863,10084_Layer 4,20,1,[20],20
864,10083_Layer 9,16,1,[16],16
865,10084_Layer 6,16,1,[16],16
866,10085_Layer 10,12,1,[12],12
867,10085_Layer 11,12,1,[12],12
868,10085_Layer 12,6,1,[6],6
869,10085_Layer 14,8,1,[8],8
870,10085_Layer 13,10,1,[10],10
871,10085_Layer 2,6,1,[6],6
872,10085_Layer 3,6,1,[6],6
873,10085_Layer 15,10,1,[10],10
874,10085_Layer 4,8,1,[8],8
875,10085_Layer 5,8,1,[8],8
876,10085_Layer 7,6,1,[6],6
877,10085_Layer 8,6,1,[6],6
878,10085_Layer 6,8,1,[8],8
879,10086_Layer 10,12,1,[12],12
880,10085_Layer 9,18,1,[18],18
881,10086_Layer 12,14,1,[14],14
882,10086_Layer 11,16,1,[16],16
883,10086_Layer 3,6,1,[6],6
884,10086_Layer 2,8,1,[8],8
885,10086_Layer 5,12,1,[12],12
886,10086_Layer 4,10,1,[10],10
887,10086_Layer 6,10,1,[10],10
888,10086_Layer 7,10,1,[10],10
889,10086_Layer 8,10,1,[10],10
890,10087_Layer 10,14,1,[14],14
891,10086_Layer 9,18,1,[18],18
892,10087_Layer 2,8,1,[8],8
893,10087_Layer 11,18,2,"[10, 8]",10
894,10087_Layer 3,8,1,[8],8
895,10087_Layer 4,12,1,[12],12
896,10087_Layer 5,12,1,[12],12
897,10087_Layer 8,14,1,[14],14
898,10087_Layer 7,20,1,[20],20
899,10087_Layer 6,16,1,[16],16
900,10087_Layer 9,16,1,[16],16
901,10088_Layer 2,8,1,[8],8
902,10088_Layer 11,16,1,[16],16
903,10088_Layer 10,18,1,[18],18
904,10088_Layer 12,12,1,[12],12
905,10088_Layer 3,8,1,[8],8
906,10088_Layer 4,14,1,[14],14
907,10088_Layer 5,10,1,[10],10
908,10088_Layer 6,18,1,[18],18
909,10088_Layer 7,16,1,[16],16
910,10088_Layer 9,10,1,[10],10
911,10088_Layer 8,10,1,[10],10
912,10089_Layer 11,8,1,[8],8
913,10089_Layer 10,10,1,[10],10
914,10089_Layer 2,6,1,[6],6
915,10089_Layer 3,10,1,[10],10
916,10089_Layer 4,10,1,[10],10
917,10089_Layer 5,6,1,[6],6
918,10089_Layer 9,10,1,[10],10
919,10089_Layer 6,16,1,[16],16
920,10089_Layer 7,10,1,[10],10
921,10089_Layer 8,20,1,[20],20
922,10090_Layer 11,10,1,[10],10
923,10090_Layer 10,16,1,[16],16
924,10090_Layer 12,16,1,[16],16
925,10090_Layer 14,14,1,[14],14
926,10090_Layer 2,10,1,[10],10
927,10090_Layer 13,18,1,[18],18
928,10090_Layer 3,8,1,[8],8
929,10090_Layer 15,18,1,[18],18
930,10090_Layer 4,12,1,[12],12
931,10090_Layer 5,16,1,[16],16
932,10090_Layer 6,12,1,[12],12
933,10090_Layer 8,12,1,[12],12
934,10090_Layer 7,14,2,"[8, 6]",8
935,10091_Layer 3,8,1,[8],8
936,10091_Layer 2,16,1,[16],16
937,10090_Layer 9,18,1,[18],18
938,10091_Layer 6,10,1,[10],10
939,10091_Layer 5,8,1,[8],8
940,10091_Layer 4,16,2,"[8, 8]",8
941,10092_Layer 2,6,1,[6],6
942,10092_Layer 3,6,1,[6],6
943,10091_Layer 7,18,1,[18],18
944,10092_Layer 4,10,1,[10],10
945,10092_Layer 6,8,1,[8],8
946,10093_Layer 2,6,1,[6],6
947,10092_Layer 7,10,1,[10],10
948,10092_Layer 5,20,1,[20],20
949,10093_Layer 3,6,1,[6],6
950,10093_Layer 5,6,1,[6],6
951,10093_Layer 4,8,1,[8],8
952,10092_Layer 8,20,1,[20],20
953,10093_Layer 6,8,1,[8],8
954,10093_Layer 7,12,1,[12],12
955,10093_Layer 8,10,1,[10],10
956,10093_Layer 9,12,1,[12],12
957,10094_Layer 10,10,1,[10],10
958,10094_Layer 12,14,1,[14],14
959,10094_Layer 13,10,1,[10],10
960,10094_Layer 11,10,1,[10],10
961,10094_Layer 14,12,1,[12],12
962,10094_Layer 15,8,1,[8],8
963,10094_Layer 17,10,1,[10],10
964,10094_Layer 2,6,1,[6],6
965,10094_Layer 16,18,1,[18],18
966,10094_Layer 3,6,1,[6],6
967,10094_Layer 4,10,1,[10],10
968,10094_Layer 5,10,1,[10],10
969,10094_Layer 6,6,1,[6],6
970,10094_Layer 7,6,1,[6],6
971,10094_Layer 8,12,1,[12],12
972,10094_Layer 9,12,1,[12],12
973,10096_Layer 3,10,1,[10],10
974,10096_Layer 2,16,1,[16],16
975,10096_Layer 4,14,1,[14],14
976,10097_Layer 2,10,1,[10],10
977,10097_Layer 3,12,1,[12],12
978,10097_Layer 4,8,1,[8],8
979,10097_Layer 5,14,1,[14],14
980,10097_Layer 6,16,1,[16],16
981,10097_Layer 8,16,1,[16],16
982,10097_Layer 7,16,1,[16],16
983,10098_Layer 2,6,1,[6],6
984,10098_Layer 3,8,1,[8],8
985,10098_Layer 4,10,1,[10],10
986,10098_Layer 5,12,1,[12],12
987,10097_Layer 9,20,1,[20],20
988,10098_Layer 6,20,1,[20],20
989,10099_Layer 2,10,1,[10],10
990,10098_Layer 8,14,1,[14],14
991,10098_Layer 7,12,2,"[6, 6]",6
992,10099_Layer 3,6,1,[6],6
993,10099_Layer 4,8,1,[8],8
994,10099_Layer 5,18,1,[18],18
995,10099_Layer 7,12,1,[12],12
996,10099_Layer 6,16,1,[16],16
997,100_Layer 10,14,2,"[8, 6]",8
998,100_Layer 11,10,1,[10],10
999,100_Layer 3,10,1,[10],10
1000,100_Layer 2,14,1,[14],14
1001,100_Layer 4,8,1,[8],8
1002,100_Layer 5,12,1,[12],12
1003,100_Layer 6,10,1,[10],10
1004,100_Layer 8,12,2,"[6, 6]",6
1005,100_Layer 7,14,2,"[6, 8]",8
1006,10100_Layer 2,8,1,[8],8
1007,10100_Layer 3,14,1,[14],14
1008,10100_Layer 5,16,1,[16],16
1009,100_Layer 9,12,1,[12],12
1010,10100_Layer 4,10,1,[10],10
1011,10100_Layer 6,8,1,[8],8
1012,10101_Layer 2,8,1,[8],8
1013,10101_Layer 3,14,1,[14],14
1014,10101_Layer 5,12,1,[12],12
1015,10101_Layer 6,12,1,[12],12
1016,10101_Layer 7,10,1,[10],10
1017,10101_Layer 8,10,1,[10],10
1018,10101_Layer 4,18,1,[18],18
1019,10102_Layer 10,8,1,[8],8
1020,10101_Layer 9,10,1,[10],10
1021,10102_Layer 11,6,1,[6],6
1022,10102_Layer 13,8,1,[8],8
1023,10102_Layer 12,6,1,[6],6
1024,10102_Layer 14,6,1,[6],6
1025,10102_Layer 15,10,1,[10],10
1026,10102_Layer 17,6,1,[6],6
1027,10102_Layer 18,12,1,[12],12
1028,10102_Layer 2,6,1,[6],6
1029,10102_Layer 3,6,1,[6],6
1030,10102_Layer 19,10,1,[10],10
1031,10102_Layer 16,12,1,[12],12
1032,10102_Layer 4,10,1,[10],10
1033,10102_Layer 5,8,1,[8],8
1034,10102_Layer 6,8,1,[8],8
1035,10102_Layer 7,4,1,[4],4
1036,10102_Layer 8,8,1,[8],8
1037,10102_Layer 9,12,1,[12],12
1038,10103_Layer 10,10,1,[10],10
1039,10103_Layer 13,10,1,[10],10
1040,10103_Layer 11,14,1,[14],14
1041,10103_Layer 12,14,1,[14],14
1042,10103_Layer 14,8,1,[8],8
1043,10103_Layer 2,10,1,[10],10
1044,10103_Layer 3,6,1,[6],6
1045,10103_Layer 4,8,1,[8],8
1046,10103_Layer 5,8,1,[8],8
1047,10103_Layer 15,20,1,[20],20
1048,10103_Layer 6,12,1,[12],12
1049,10103_Layer 7,8,1,[8],8
1050,10103_Layer 9,8,1,[8],8
1051,10103_Layer 8,10,1,[10],10
1052,10104_Layer 10,14,1,[14],14
1053,10104_Layer 11,12,1,[12],12
1054,10104_Layer 12,16,1,[16],16
1055,10104_Layer 13,14,1,[14],14
1056,10104_Layer 14,10,1,[10],10
1057,10104_Layer 15,10,1,[10],10
1058,10104_Layer 17,10,1,[10],10
1059,10104_Layer 16,8,1,[8],8
1060,10104_Layer 2,8,1,[8],8
1061,10104_Layer 18,12,1,[12],12
1062,10104_Layer 21,16,1,[16],16
1063,10104_Layer 20,16,1,[16],16
1064,10104_Layer 22,18,1,[18],18
1065,10104_Layer 23,16,1,[16],16
1066,10104_Layer 24,12,1,[12],12
1067,10104_Layer 26,16,1,[16],16
1068,10104_Layer 25,16,1,[16],16
1069,10104_Layer 27,12,1,[12],12
1070,10104_Layer 3,6,1,[6],6
1071,10104_Layer 28,14,2,"[8, 6]",8
1072,10104_Layer 4,8,1,[8],8
1073,10104_Layer 5,6,1,[6],6
1074,10104_Layer 6,8,1,[8],8
1075,10104_Layer 29,22,1,[22],22
1076,10105_Layer 2,6,1,[6],6
1077,10104_Layer 8,10,1,[10],10
1078,10104_Layer 7,12,1,[12],12
1079,10104_Layer 9,20,1,[20],20
1080,10105_Layer 3,12,1,[12],12
1081,10105_Layer 4,10,1,[10],10
1082,10106_Layer 3,14,1,[14],14
1083,10105_Layer 5,18,1,[18],18
1084,10106_Layer 2,12,1,[12],12
1085,10107_Layer 2,12,1,[12],12
1086,10106_Layer 4,20,1,[20],20
1087,10107_Layer 3,8,1,[8],8
1088,10107_Layer 4,12,1,[12],12
1089,10107_Layer 5,10,1,[10],10
1090,10107_Layer 6,12,1,[12],12
1091,10107_Layer 8,12,1,[12],12
1092,10108_Layer 11,10,1,[10],10
1093,10107_Layer 7,20,2,"[10, 10]",10
1094,10108_Layer 10,14,1,[14],14
1095,10108_Layer 12,20,2,"[12, 8]",12
1096,10108_Layer 15,14,1,[14],14
1097,10108_Layer 13,16,1,[16],16
1099,10108_Layer 16,16,2,"[10, 6]",10
1100,10108_Layer 2,6,1,[6],6
1101,10108_Layer 17,20,1,[20],20
1102,10108_Layer 3,10,1,[10],10
1103,10108_Layer 4,14,1,[14],14
1104,10108_Layer 5,12,1,[12],12
1105,10108_Layer 6,10,1,[10],10
1106,10108_Layer 7,16,1,[16],16
1107,10109_Layer 2,8,1,[8],8
1108,10108_Layer 8,14,1,[14],14
1109,10108_Layer 9,12,1,[12],12
1110,10109_Layer 5,12,1,[12],12
1111,10109_Layer 4,14,1,[14],14
1112,10109_Layer 3,20,1,[20],20
1113,10109_Layer 6,12,1,[12],12
1114,10109_Layer 7,18,1,[18],18
1115,10109_Layer 8,22,1,[22],22
1116,1010_Layer 10,14,1,[14],14
1117,1010_Layer 12,16,1,[16],16
1118,1010_Layer 11,16,1,[16],16
1119,1010_Layer 13,6,1,[6],6
1120,1010_Layer 16,10,1,[10],10
1121,1010_Layer 15,12,1,[12],12
1122,1010_Layer 2,10,1,[10],10
1123,1010_Layer 17,18,1,[18],18
1125,1010_Layer 3,12,1,[12],12
1126,1010_Layer 4,14,1,[14],14
1127,1010_Layer 6,14,1,[14],14
1128,1010_Layer 5,16,1,[16],16
1129,1010_Layer 7,14,2,"[6, 8]",8
1130,1010_Layer 8,12,2,"[4, 8]",8
1131,10110_Layer 2,10,1,[10],10
1132,1010_Layer 9,20,1,[20],20
1133,10110_Layer 10,16,1,[16],16
1134,10110_Layer 4,8,1,[8],8
1135,10110_Layer 3,18,1,[18],18
1136,10110_Layer 5,16,1,[16],16
1137,10110_Layer 6,16,1,[16],16
1138,10110_Layer 7,8,1,[8],8
1139,10110_Layer 8,12,1,[12],12
1140,10111_Layer 3,10,1,[10],10
1141,10111_Layer 4,10,1,[10],10
1142,10111_Layer 2,12,1,[12],12
1143,10110_Layer 9,18,1,[18],18
1144,10111_Layer 5,10,1,[10],10
1145,10111_Layer 6,8,1,[8],8
1146,10111_Layer 8,10,1,[10],10
1147,10111_Layer 7,16,1,[16],16
1148,10112_Layer 11,8,1,[8],8
1149,10111_Layer 9,18,1,[18],18
1150,10112_Layer 12,12,1,[12],12
1151,10112_Layer 10,14,1,[14],14
1152,10112_Layer 14,10,1,[10],10
1153,10112_Layer 13,6,1,[6],6
1154,10112_Layer 2,6,1,[6],6
1155,10112_Layer 3,10,1,[10],10
1156,10112_Layer 4,8,1,[8],8
1157,10112_Layer 16,14,1,[14],14
1158,10112_Layer 15,18,1,[18],18
1159,10112_Layer 6,12,1,[12],12
1160,10112_Layer 5,8,1,[8],8
1161,10112_Layer 8,4,1,[4],4
1162,10112_Layer 7,8,1,[8],8
1163,10112_Layer 9,8,1,[8],8
1164,10113_Layer 2,12,1,[12],12
1165,10113_Layer 3,10,1,[10],10
1166,10114_Layer 2,10,1,[10],10
1167,10113_Layer 5,10,1,[10],10
1168,10114_Layer 4,12,1,[12],12
1169,10114_Layer 3,16,1,[16],16
1170,10114_Layer 5,12,1,[12],12
1171,10115_Layer 10,8,1,[8],8
1172,10115_Layer 13,6,1,[6],6
1173,10115_Layer 14,8,1,[8],8
1174,10115_Layer 11,10,1,[10],10
1175,10115_Layer 12,14,2,"[6, 8]",8
1176,10115_Layer 15,10,1,[10],10
1177,10115_Layer 17,18,2,"[12, 6]",12
1178,10115_Layer 18,10,1,[10],10
1179,10115_Layer 16,14,1,[14],14
1180,10115_Layer 19,18,1,[18],18
1181,10115_Layer 3,8,1,[8],8
1182,10115_Layer 5,6,1,[6],6
1183,10115_Layer 2,16,1,[16],16
1184,10115_Layer 4,10,1,[10],10
1185,10115_Layer 7,10,1,[10],10
1186,10115_Layer 6,8,1,[8],8
1187,10115_Layer 9,12,1,[12],12
1188,10115_Layer 8,14,1,[14],14
1189,10116_Layer 2,8,1,[8],8
1190,10116_Layer 3,6,1,[6],6
1191,10116_Layer 5,12,1,[12],12
1192,10116_Layer 7,10,1,[10],10
1193,10116_Layer 4,10,1,[10],10
1194,10116_Layer 6,10,1,[10],10
1195,10117_Layer 10,14,1,[14],14
1196,10117_Layer 11,10,1,[10],10
1197,10117_Layer 12,16,1,[16],16
1198,10117_Layer 2,8,1,[8],8
1199,10117_Layer 13,16,1,[16],16
1200,10117_Layer 14,20,1,[20],20
1201,10117_Layer 3,14,1,[14],14
1202,10117_Layer 6,8,1,[8],8
1203,10117_Layer 4,10,1,[10],10
1204,10117_Layer 8,8,1,[8],8
1205,10117_Layer 5,14,1,[14],14
1206,10117_Layer 7,10,1,[10],10
1207,10117_Layer 9,8,1,[8],8
1208,10118_Layer 10,10,1,[10],10
1209,10118_Layer 11,12,1,[12],12
1210,10118_Layer 12,12,1,[12],12
1211,10118_Layer 14,10,1,[10],10
1212,10118_Layer 3,8,1,[8],8
1213,10118_Layer 2,6,1,[6],6
1214,10118_Layer 4,6,1,[6],6
1215,10118_Layer 5,6,1,[6],6
1216,10118_Layer 13,24,1,[24],24
1217,10118_Layer 6,8,1,[8],8
1218,10118_Layer 7,8,1,[8],8
1219,10119_Layer 2,6,1,[6],6
1220,10118_Layer 8,10,1,[10],10
1221,10118_Layer 9,8,1,[8],8
1222,10119_Layer 3,12,1,[12],12
1223,10119_Layer 4,12,1,[12],12
1224,10119_Layer 5,14,1,[14],14
1225,10119_Layer 6,12,1,[12],12
1226,10119_Layer 8,10,1,[10],10
1227,10119_Layer 9,14,1,[14],14
1228,10119_Layer 7,24,1,[24],24
1229,1011_Layer 2,10,1,[10],10
1230,1011_Layer 3,14,1,[14],14
1231,1011_Layer 4,10,1,[10],10
1232,1011_Layer 5,10,1,[10],10
1233,10120_Layer 2,8,1,[8],8
1234,1011_Layer 8,14,1,[14],14
1235,1011_Layer 6,18,1,[18],18
1236,1011_Layer 7,14,2,"[6, 8]",8
1237,10120_Layer 3,10,1,[10],10
1238,10120_Layer 5,14,1,[14],14
1239,10120_Layer 4,16,1,[16],16
1240,10120_Layer 6,12,1,[12],12
1241,10120_Layer 7,12,1,[12],12
1242,10120_Layer 9,10,1,[10],10
1243,10120_Layer 8,22,2,"[16, 6]",16
1244,10121_Layer 10,14,1,[14],14
1245,10121_Layer 11,10,1,[10],10
1246,10121_Layer 12,8,1,[8],8
1247,10121_Layer 13,8,1,[8],8
1248,10121_Layer 14,10,1,[10],10
1249,10121_Layer 15,14,1,[14],14
1250,10121_Layer 16,16,1,[16],16
1251,10121_Layer 17,16,1,[16],16
1252,10121_Layer 2,8,1,[8],8
1253,10121_Layer 18,16,1,[16],16
1254,10121_Layer 19,16,1,[16],16
1255,10121_Layer 20,18,1,[18],18
1256,10121_Layer 3,8,1,[8],8
1257,10121_Layer 4,10,1,[10],10
1258,10121_Layer 5,10,1,[10],10
1259,10121_Layer 6,12,1,[12],12
1260,10121_Layer 9,12,1,[12],12
1261,10121_Layer 7,18,1,[18],18
1262,10121_Layer 8,6,1,[6],6
1263,10122_Layer 10,8,1,[8],8
1264,10122_Layer 11,12,1,[12],12
1265,10122_Layer 12,8,1,[8],8
1266,10122_Layer 14,10,1,[10],10
1267,10122_Layer 15,18,1,[18],18
1268,10122_Layer 2,6,1,[6],6
1269,10122_Layer 16,16,1,[16],16
1270,10122_Layer 17,26,2,"[16, 10]",16
1271,10122_Layer 3,8,1,[8],8
1272,10122_Layer 4,8,1,[8],8
1273,10122_Layer 5,8,1,[8],8
1274,10122_Layer 6,8,1,[8],8
1275,10122_Layer 7,14,1,[14],14
1276,10122_Layer 8,14,1,[14],14
1277,10123_Layer 2,8,1,[8],8
1278,10122_Layer 9,18,1,[18],18
1279,10123_Layer 3,10,1,[10],10
1280,10124_Layer 10,14,1,[14],14
1281,10123_Layer 5,16,1,[16],16
1282,10123_Layer 4,16,1,[16],16
1283,10124_Layer 11,14,1,[14],14
1284,10124_Layer 12,12,1,[12],12
1285,10124_Layer 13,10,1,[10],10
1286,10124_Layer 14,10,1,[10],10
1287,10124_Layer 15,10,1,[10],10
1288,10124_Layer 16,14,1,[14],14
1289,10124_Layer 17,12,1,[12],12
1290,10124_Layer 18,18,1,[18],18
1291,10124_Layer 2,8,1,[8],8
1292,10124_Layer 19,20,1,[20],20
1293,10124_Layer 21,12,1,[12],12
1294,10124_Layer 3,10,1,[10],10
1295,10124_Layer 20,20,1,[20],20
1296,10124_Layer 22,18,1,[18],18
1297,10124_Layer 6,8,1,[8],8
1298,10124_Layer 5,8,1,[8],8
1299,10124_Layer 4,6,1,[6],6
1300,10124_Layer 7,10,1,[10],10
1301,10125_Layer 2,10,1,[10],10
1302,10124_Layer 9,18,1,[18],18
1303,10125_Layer 3,10,1,[10],10
1304,10124_Layer 8,14,1,[14],14
1305,10125_Layer 4,16,1,[16],16
1306,10126_Layer 10,10,1,[10],10
1307,10125_Layer 5,14,2,"[8, 6]",8
1308,10126_Layer 12,8,1,[8],8
1309,10126_Layer 11,16,1,[16],16
1310,10126_Layer 13,14,1,[14],14
1311,10126_Layer 14,16,1,[16],16
1312,10126_Layer 16,16,1,[16],16
1313,10126_Layer 17,12,1,[12],12
1314,10126_Layer 15,18,1,[18],18
1315,10126_Layer 2,8,1,[8],8
1316,10126_Layer 18,16,2,"[10, 6]",10
1317,10126_Layer 19,22,2,"[14, 8]",14
1318,10126_Layer 3,14,1,[14],14
1319,10126_Layer 20,14,2,"[8, 6]",8
1320,10126_Layer 4,8,1,[8],8
1321,10126_Layer 6,10,1,[10],10
1322,10126_Layer 7,8,1,[8],8
1323,10126_Layer 5,18,1,[18],18
1324,10127_Layer 2,6,1,[6],6
1325,10126_Layer 9,12,1,[12],12
1326,10126_Layer 8,16,1,[16],16
1327,10127_Layer 6,10,1,[10],10
1328,10127_Layer 3,12,2,"[4, 8]",8
1329,10127_Layer 4,22,1,[22],22
1330,10127_Layer 5,20,1,[20],20
1331,10127_Layer 8,10,1,[10],10
1332,10127_Layer 7,20,1,[20],20
1333,10128_Layer 11,16,1,[16],16
1334,10128_Layer 10,22,1,[22],22
1335,10128_Layer 2,6,1,[6],6
1336,10128_Layer 12,18,2,"[10, 8]",10
1337,10128_Layer 3,10,1,[10],10
1338,10128_Layer 13,24,2,"[18, 6]",18
1339,10128_Layer 4,12,1,[12],12
1340,10128_Layer 5,12,1,[12],12
1341,10128_Layer 8,16,1,[16],16
1342,10128_Layer 9,10,1,[10],10
1343,10129_Layer 2,6,1,[6],6
1344,10128_Layer 7,24,2,"[16, 8]",16
1345,10128_Layer 6,20,1,[20],20
1346,10129_Layer 3,12,1,[12],12
1347,10129_Layer 6,8,1,[8],8
1348,10129_Layer 7,10,1,[10],10
1349,10129_Layer 5,8,1,[8],8
1350,10129_Layer 4,12,1,[12],12
1351,10129_Layer 8,10,1,[10],10
1352,10129_Layer 9,10,1,[10],10
1353,1012_Layer 2,8,1,[8],8
1354,1012_Layer 3,8,1,[8],8
1355,1012_Layer 10,12,2,"[6, 6]",6
1356,1012_Layer 4,10,1,[10],10
1358,1012_Layer 5,10,1,[10],10
1360,1012_Layer 7,18,1,[18],18
1362,1012_Layer 8,12,1,[12],12
1363,10130_Layer 10,14,1,[14],14
1364,1012_Layer 9,16,1,[16],16
1365,10130_Layer 11,14,1,[14],14
1366,10130_Layer 14,14,2,"[8, 6]",8
1367,10130_Layer 12,13,2,"[7, 6]",7
1368,10130_Layer 13,22,2,"[12, 10]",12
1369,10130_Layer 15,14,1,[14],14
1370,10130_Layer 3,8,1,[8],8
1371,10130_Layer 2,6,1,[6],6
